,toxin_id,cas_number
2427,T3D3020,"65271-80-9"
2428,T3D3021,"110140-89-1"
2429,T3D3023,"29975-16-4"
2430,T3D3025,"6740-88-1"
2431,T3D3027,"1477-40-3"
2432,T3D3028,"59-92-7"
2433,T3D3029,"28523-86-6"
2434,T3D3030,"118-23-0"
2435,T3D3031,"113-59-7"
2436,T3D3032,"303-49-1"
2437,T3D3033,"59-63-2"
2438,T3D3035,"171228-49-2"
2439,T3D3036,"93390-81-9"
2440,T3D3038,"77-28-1"
2441,T3D3039,"56-29-1"
2442,T3D3040,"299-42-3"
2443,T3D3041,"60-99-1"
2444,T3D3046,"1209-98-9"
2445,T3D3047,"1622-62-4"
2446,T3D3048,"1812-30-2"
2447,T3D3049,"33671-46-4"
2448,T3D3051,"51-64-9"
2449,T3D3052,"537-46-2"
2450,T3D3054,"2955-38-6"
2451,T3D3055,"36735-22-5"
2452,T3D3056,"75696-02-5"
2453,T3D3057,"146-22-5"
2454,T3D3060,"82-88-2"
2455,T3D3062,"112965-21-6"
2456,T3D3063,"152-43-2"
2457,T3D3064,"791-35-5"
2458,T3D3066,"125602-71-3"
2459,T3D3067,"103222-11-3"
2460,T3D3068,"22199-08-2"
2461,T3D3069,"77-41-8"
2462,T3D3070,"53597-23-2"
2463,T3D3071,
2464,T3D3072,"53597-24-3"
2465,T3D3073,"1393-62-0"
2466,T3D3074,"5230-87-5"
2467,T3D3075,"357-57-3"
2468,T3D3076,"505-75-9"
2469,T3D3077,"561-07-9"
2470,T3D3078,"302-27-2"
2471,T3D3079,"498-59-9"
2472,T3D3081,"90141-22-3"
2473,T3D3082,"15920-93-1"
2474,T3D3083,"20311-78-8"
2475,T3D3084,"57444-62-9"
2476,T3D3085,"404-86-4"
2477,T3D3086,"57-24-9"
2478,T3D3087,"72741-87-8"
2479,T3D3088,
2480,T3D3089,"2571-22-4"
2481,T3D3090,"4720-09-6"
2482,T3D3091,"4678-44-8"
2483,T3D3092,"4678-45-9"
2484,T3D3094,"465-16-7"
2485,T3D3095,"101-31-5"
2486,T3D3096,"13269-35-7"
2487,T3D3097,"6989-98-6"
2488,T3D3098,"23214-96-2"
2489,T3D3099,"6888-23-9"
2490,T3D3101,"56073-10-0"
2491,T3D3102,"28772-56-7"
2492,T3D3103,"117-52-2"
2493,T3D3104,"56073-07-5"
2494,T3D3105,"435-97-2"
2495,T3D3106,"152-72-7"
2496,T3D3107,"83-12-5"
2497,T3D3108,"13078-04-1"
2498,T3D3114,"607-91-0"
2499,T3D3121,
2500,T3D3123,
2501,T3D3124,
2502,T3D3125,
2503,T3D3126,
2504,T3D3127,
2505,T3D3128,
2506,T3D3129,"75757-64-1"
2507,T3D3201,"123-07-9"
2508,T3D3204,"123-35-3"
2509,T3D3209,"123-77-3"
2510,T3D3214,"140-11-4"
2511,T3D3216,"140-88-5"
2512,T3D3224,"2216-51-5"
2513,T3D3230,"2785-87-7"
2514,T3D3231,"2835-39-4"
2515,T3D3233,"1183-04-6"
2516,T3D3241,"431-03-8"
2517,T3D3268,"64-19-7"
2518,T3D3426,"106-97-8"
2519,T3D3427,"75-28-5"
2520,T3D3428,"109-66-0"
2521,T3D3429,"78-78-4"
2522,T3D3430,"463-82-1"
2523,T3D3431,"142-82-5"
2524,T3D3432,"591-76-4"
2525,T3D3433,"589-34-4"
2526,T3D3434,"590-35-2"
2527,T3D3435,"565-59-3"
2528,T3D3436,"108-08-7"
2529,T3D3437,"562-49-2"
2530,T3D3438,"617-78-7"
2531,T3D3439,"464-06-2"
2532,T3D3440,"111-65-9"
2533,T3D3441,"592-27-8"
2534,T3D3442,"589-81-1"
2535,T3D3443,"589-53-7"
2536,T3D3444,"619-99-8"
2537,T3D3445,"590-73-8"
2538,T3D3446,"584-94-1"
2539,T3D3447,"589-43-5"
2540,T3D3448,"592-13-2"
2541,T3D3449,"563-16-6"
2542,T3D3450,"583-48-2"
2543,T3D3451,"609-26-7"
2544,T3D3452,"1067-08-9"
2545,T3D3453,"564-02-3"
2546,T3D3454,"540-84-1"
2547,T3D3455,"560-21-4"
2548,T3D3456,"565-75-3"
2549,T3D3457,"594-82-1"
2550,T3D3458,"109-67-1"
2551,T3D3459,"109-68-2"
2552,T3D3460,"513-35-9"
2553,T3D3461,"563-45-1"
2554,T3D3462,"563-46-2"
2555,T3D3463,"922-62-3"
2556,T3D3464,"107-39-1"
2557,T3D3465,"287-92-3"
2558,T3D3466,"96-37-7"
2559,T3D3467,"110-82-7"
2560,T3D3468,"98-82-8"
2561,T3D3469,"9003-20-7"
2562,T3D3470,"108-05-4"
2563,T3D3471,"75-07-0"
2564,T3D3474,"28289-54-5"
2565,T3D3476,"54965-21-8"
2566,T3D3477,"315-30-0"
2567,T3D3480,"29122-68-7"
2568,T3D3483,"7414-83-7"
2569,T3D3487,"59803-98-4"
2570,T3D3491,"78-44-4"
2571,T3D3492,"97519-39-6"
2572,T3D3495,"85721-33-1"
2573,T3D3497,"18323-44-9"
2574,T3D3498,"59865-13-3"
2575,T3D3499,"133099-04-4"
2576,T3D3501,"114977-28-5"
2577,T3D3503,"55-38-9"
2578,T3D3504,"144-49-0"
2579,T3D3507,"154361-50-9"
2580,T3D3512,"118-42-3"
2581,T3D3513,"3778-73-2"
2582,T3D3514,"170277-31-3"
2583,T3D3516,"84625-61-6"
2584,T3D3517,"36894-69-6"
2585,T3D3520,"108-78-1"
2586,T3D3521,"108-62-3"
2587,T3D3522,"657-24-9"
2588,T3D3523,"1338-23-4"
2589,T3D3524,"73590-58-6"
2590,T3D3526,"100-33-4"
2591,T3D3529,"1405-20-5"
2592,T3D3532,"83729-01-5"
2593,T3D3533,"284461-73-0"
2594,T3D3536,"191114-48-4"
2595,T3D3537,"70024-40-7"
2596,T3D3539,"50-35-1"
2597,T3D3542,"124832-26-4"
2598,T3D3543,"1404-90-6"
2599,T3D3544,"52-53-9"
2600,T3D3548,"13446-48-5"
2601,T3D3549,"7782-77-6"
2602,T3D3550,"7758-09-0"
2603,T3D3551,"7632-00-0"
2604,T3D3552,"6484-52-2"
2605,T3D3553,"7789-18-6"
2606,T3D3554,"10124-37-5"
2607,T3D3556,"16774-21-3"
2608,T3D3557,"14545-72-3"
2609,T3D3558,"9004-70-0"
2610,T3D3559,"10544-72-6"
2611,T3D3560,"10168-81-7"
2612,T3D3561,"506-93-4"
2613,T3D3562,"13465-08-2"
2614,T3D3563,"10421-48-4"
2615,T3D3566,"7790-69-4"
2616,T3D3567,"10377-60-3"
2617,T3D3570,"22113-87-7"
2618,T3D3571,"7697-37-2"
2619,T3D3572,"7757-79-1"
2620,T3D3573,"13126-12-0"
2621,T3D3574,"7631-99-4"
2622,T3D3575,"10042-76-9"
2623,T3D3577,"555-30-6"
2624,T3D3579,"88-75-5"
2625,T3D3580,"62-74-8"
2626,T3D3582,"50-37-3"
2627,T3D3583,"93384-43-1"
2628,T3D3584,
2629,T3D3585,"21150-22-1"
2630,T3D3586,"21150-23-2"
2631,T3D3587,"21705-02-2"
2632,T3D3588,"21803-57-6"
2633,T3D3589,"54532-45-5"
2634,T3D3590,"58311-65-2"
2635,T3D3591,"21150-21-0"
2636,T3D3592,"54532-46-6"
2637,T3D3596,"7553-56-2"
2638,T3D3597,"518-75-2"
2639,T3D3598,"1162-65-8"
2640,T3D3599,"95-55-6"
2641,T3D3600,"123-30-8"
2642,T3D3601,"591-27-5"
2643,T3D3602,"101043-37-2"
2644,T3D3603,"116355-83-0"
2645,T3D3604,"67-99-2"
2646,T3D3605,"303-47-9"
2647,T3D3606,"4825-86-9"
2648,T3D3607,"4865-85-4"
2649,T3D3608,"101064-48-6"
2650,T3D3609,"111755-37-4"
2651,T3D3610,"96180-79-9"
2652,T3D3611,"154037-70-4"
2653,T3D3613,"154037-67-9"
2654,T3D3614,"157622-02-1"
2655,T3D3615,"123304-10-9"
2656,T3D3616,"118399-22-7"
2657,T3D3619,"32612-48-9"
2658,T3D3620,"2235-54-3"
2659,T3D3621,"783292-49-9"
2660,T3D3622,"97-78-9"
2661,T3D3623,"61791-59-1"
2662,T3D3624,"137-16-6"
2663,T3D3625,"39236-46-9"
2664,T3D3626,"78491-02-8"
2665,T3D3627,"6440-58-0"
2666,T3D3628,"4080-31-3"
2667,T3D3629,"151-21-3"
2668,T3D3630,"9004-82-4"
2669,T3D3633,"51812-80-7"
2670,T3D3636,"58069-11-7"
2671,T3D3637,"80702-43-8"
2672,T3D3638,"84-66-2"
2673,T3D3639,"84-64-0"
2674,T3D3640,"89-19-0"
2675,T3D3641,"117-84-0"
2676,T3D3642,"131-17-9"
2677,T3D3643,"84-61-7"
2678,T3D3644,"84-69-5"
2679,T3D3645,"26761-40-0"
2680,T3D3646,"41451-28-9"
2681,T3D3647,"146-50-9"
2682,T3D3648,"28553-12-0"
2683,T3D3649,"27554-26-3"
2684,T3D3650,"68515-47-9"
2685,T3D3651,"85507-79-5"
2686,T3D3652,"131-11-3"
2687,T3D3653,"84-75-3"
2688,T3D3654,"131-18-0"
2689,T3D3655,"131-16-8"
2690,T3D3656,"119-06-2"
2691,T3D3657,"3648-20-2"
2692,T3D3658,"119-07-3"
2693,T3D3659,"25038-59-9"
2694,T3D3660,"79-14-1"
2695,T3D3661,"149-29-1"
2696,T3D3662,"58735-64-1"
2697,T3D3663,"10048-13-2"
2698,T3D3664,"21259-20-1"
2699,T3D3665,"17924-92-4"
2700,T3D3666,"6795-23-9"
2701,T3D3667,"14930-96-2"
2702,T3D3668,"51481-10-8"
2703,T3D3669,"7220-81-7"
2704,T3D3670,"1165-39-5"
2705,T3D3671,"7241-98-7"
2706,T3D3672,"6885-57-0"
2707,T3D3673,"26934-87-2"
2708,T3D3674,"23282-20-4"
2709,T3D3675,"26538-44-3"
2710,T3D3676,"14110-64-6"
2711,T3D3677,"22144-76-9"
2712,T3D3678,"22144-77-0"
2713,T3D3679,"36011-19-5"
2714,T3D3680,"53760-19-3"
2715,T3D3681,"56144-22-0"
2716,T3D3682,"39156-67-7"
2717,T3D3683,"14110-71-5"
2718,T3D3684,"478-94-4"
2719,T3D3685,"60-79-7"
2720,T3D3686,"113-42-8"
2721,T3D3687,"3343-15-5"
2722,T3D3688,"511-08-0"
2723,T3D3689,"564-36-3"
2724,T3D3690,"511-09-1"
2725,T3D3691,"2873-38-3"
2726,T3D3692,"548-42-5"
2727,T3D3693,"1685-91-2"
2728,T3D3694,"548-43-6"
2729,T3D3695,"602-85-7"
2730,T3D3696,"436-41-9"
2731,T3D3697,"116355-84-1"
2732,T3D3698,"70402-13-0"
2733,T3D3699,"2623-22-5"
2734,T3D3700,"50722-38-8"
2735,T3D3701,"88337-96-6"
2736,T3D3702,"21284-11-7"
2737,T3D3703,"38818-66-5"
2738,T3D3704,"14287-82-2"
2739,T3D3705,"2270-40-8"
2740,T3D3706,"2198-94-9"
2741,T3D3707,"23255-69-8"
2742,T3D3708,"36519-25-2"
2743,T3D3709,"14729-29-4"
2744,T3D3710,"14682-29-2"
2745,T3D3711,"16891-85-3"
2746,T3D3712,"53126-64-0"
2747,T3D3713,"37133-74-7"
2748,T3D3714,"34114-99-3"
2749,T3D3715,"4297-61-4"
2750,T3D3716,"4682-50-2"
2751,T3D3717,"2198-93-8"
2752,T3D3718,"6379-69-7"
2753,T3D3719,"2199-06-6"
2754,T3D3720,"3148-09-2"
2755,T3D3721,"2290-11-1"
2756,T3D3722,"4643-58-7"
2757,T3D3723,"2198-92-7"
2758,T3D3724,"504-88-1"
2759,T3D3725,"29611-03-8"
2760,T3D3726,"70553-75-2"
2761,T3D3727,"641-38-3"
2762,T3D3728,"23452-05-3"
2763,T3D3729,"56258-32-3"
2764,T3D3730,"21794-01-4"
2765,T3D3731,"22467-31-8"
2766,T3D3732,"12627-35-9"
2767,T3D3733,"11076-67-8"
2768,T3D3734,"37318-84-6"
2769,T3D3735,"66-76-2"
2770,T3D3736,"18172-33-3"
2771,T3D3737,"25425-12-1"
2772,T3D3738,"90-65-3"
2773,T3D3740,"26048-05-5"
2774,T3D3741,"536-69-6"
2775,T3D3742,"12626-18-5"
2776,T3D3743,"12626-17-4"
2777,T3D3744,"118974-02-0"
2778,T3D3745,"70407-20-4"
2779,T3D3746,"70407-19-1"
2780,T3D3747,"89020-33-7"
2781,T3D3748,"63722-91-8"
2782,T3D3749,"79663-49-3"
2783,T3D3750,"55350-03-3"
2784,T3D3751,"65256-31-7"
2785,T3D3752,"167114-89-8"
2786,T3D3753,"16275-44-8"
2787,T3D3754,"97816-62-1"
2788,T3D3755,"518-82-1"
2789,T3D3756,"2503-13-1"
2790,T3D3757,"4530-21-6"
2791,T3D3758,"917-13-5"
2792,T3D3759,"19914-20-6"
2793,T3D3760,"23110-15-8"
2794,T3D3762,"73561-90-7"
2795,T3D3763,"73561-91-8"
2796,T3D3764,"90986-50-8"
2797,T3D3765,"90986-52-0"
2798,T3D3766,"90986-51-9"
2799,T3D3767,"81771-19-9"
2800,T3D3768,"21884-44-6"
2801,T3D3769,"501-30-4"
2802,T3D3770,"71376-34-6"
2803,T3D3771,"1406-72-0"
2804,T3D3773,"86243-64-3"
2805,T3D3774,"35287-69-5"
2806,T3D3775,"20084-93-9"
2807,T3D3776,"1456-55-9"
2808,T3D3777,"63722-90-7"
2809,T3D3778,"63764-58-9"
2810,T3D3779,"11024-55-8"
2811,T3D3780,"57186-25-1"
2812,T3D3781,"88389-71-3"
2813,T3D3782,"12771-72-1"
2814,T3D3943,"136-45-8"
2815,T3D3787,"1007-28-9"
2816,T3D3788,"30560-19-1"
2817,T3D3789,"135158-54-2"
2818,T3D3790,"50594-66-6"
2819,T3D3791,"834-12-8"
2820,T3D3792,"33089-61-1"
2821,T3D3793,"101-05-3"
2822,T3D3794,"35575-96-3"
2823,T3D3795,"131860-33-8"
2824,T3D3796,"1861-40-1"
2825,T3D3797,"741-58-2"
2826,T3D3798,"149877-41-8"
2827,T3D3799,"10043-35-3"
2828,T3D3800,"188425-85-6"
2829,T3D3801,"314-40-9"
2830,T3D3802,"69327-76-0"
2831,T3D3803,"134605-64-4"
2832,T3D3804,"133-06-2"
2833,T3D3805,"128639-02-1"
2834,T3D3806,"1698-60-8"
2835,T3D3807,"2675-77-6"
2836,T3D3808,"5598-13-0"
2837,T3D3809,"64902-72-3"
2838,T3D3810,"87818-31-3"
2839,T3D3811,"74115-24-5"
2840,T3D3812,"101-10-0"
2841,T3D3813,"57754-85-5"
2842,T3D3814,"120-32-1"
2843,T3D3815,"210880-92-5"
2844,T3D3816,"420-04-2"
2845,T3D3817,"21725-46-2"
2846,T3D3818,"122008-85-9"
2847,T3D3819,"57966-95-7"
2848,T3D3820,"121552-61-2"
2849,T3D3821,"1596-84-5"
2850,T3D3822,"533-74-4"
2851,T3D3823,"99-30-9"
2852,T3D3824,"51338-27-3"
2853,T3D3825,"145701-21-9"
2854,T3D3826,"141-66-2"
2855,T3D3827,"134-62-3"
2856,T3D3828,"119446-68-3"
2857,T3D3829,"43222-48-6"
2858,T3D3830,"87674-68-8"
2859,T3D3831,"155569-91-8"
2860,T3D3832,"55283-68-6"
2861,T3D3833,"16672-87-0"
2862,T3D3834,"153233-91-1"
2863,T3D3835,"2593-15-9"
2864,T3D3836,"161326-34-7"
2865,T3D3837,"22224-92-6"
2866,T3D3838,"126833-17-8"
2867,T3D3839,"122-14-5"
2868,T3D3840,"69806-50-4"
2869,T3D3841,"79241-46-6"
2870,T3D3842,"79622-59-6"
2871,T3D3843,"142459-58-3"
2872,T3D3844,"188489-07-8"
2873,T3D3845,"98967-40-9"
2874,T3D3846,"87546-18-7"
2875,T3D3847,"103361-09-7"
2876,T3D3848,"69377-81-7"
2877,T3D3849,"81406-37-3"
2878,T3D3850,"85509-19-9"
2879,T3D3851,"117337-19-6"
2880,T3D3852,"66332-96-5"
2881,T3D3853,"133-07-3"
2882,T3D3855,"98886-44-3"
2883,T3D3856,"100784-20-1"
2884,T3D3857,"51235-04-2"
2885,T3D3858,"2971-36-0"
2886,T3D3859,"119515-38-7"
2887,T3D3860,"35554-44-0"
2888,T3D3861,"114311-32-9"
2889,T3D3862,"104098-48-8"
2890,T3D3863,"81335-37-7"
2891,T3D3864,"173584-44-6"
2892,T3D3865,"144550-36-7"
2893,T3D3866,"36734-19-7"
2894,T3D3867,"82558-50-7"
2895,T3D3868,"141112-29-0"
2896,T3D3869,"77501-63-4"
2897,T3D3870,"121-75-5"
2898,T3D3871,"123-33-1"
2899,T3D3872,"8018-01-07"
2900,T3D3873,"131-70-4"
2901,T3D3874,"24307-26-4"
2902,T3D3875,"208465-21-8"
2903,T3D3877,"6734-80-1"
2904,T3D3878,"115182-35-9"
2905,T3D3879,"950-37-8"
2906,T3D3880,"161050-58-4"
2907,T3D3881,"9004-74-4"
2908,T3D3882,"21087-64-9"
2909,T3D3883,"74223-64-6"
2910,T3D3884,"7786-34-7"
2911,T3D3885,"113-48-4"
2912,T3D3886,"4376-18-5"
2913,T3D3887,"51596-11-3"
2914,T3D3888,"6923-22-4"
2915,T3D3889,"88671-89-0"
2916,T3D3890,"15299-99-7"
2917,T3D3891,"50-65-7"
2918,T3D3892,"1929-82-4"
2919,T3D3893,"27314-13-2"
2920,T3D3894,"19666-30-9"
2921,T3D3895,"144651-06-9"
2922,T3D3896,"42874-03-3"
2923,T3D3897,"76738-62-0"
2924,T3D3898,"219714-96-2"
2925,T3D3899,"1763-23-1"
2926,T3D3900,"122-99-6"
2927,T3D3901,"2310-17-0"
2928,T3D3902,"86209-51-0"
2929,T3D3903,"67747-09-5"
2930,T3D3904,"127277-53-6"
2931,T3D3905,"1610-18-0"
2932,T3D3906,"7287-19-6"
2933,T3D3907,"2312-35-8"
2934,T3D3908,"139-40-2"
2935,T3D3909,"31218-83-4"
2936,T3D3910,"60207-90-1"
2937,T3D3911,"181274-15-7"
2938,T3D3912,"94125-34-5"
2939,T3D3913,"123312-89-0"
2940,T3D3914,"175013-18-0"
2941,T3D3915,"96489-71-3"
2942,T3D3916,"95737-68-1"
2943,T3D3917,"123343-16-8"
2944,T3D3918,"84087-01-4"
2945,T3D3919,"76578-14-8"
2946,T3D3920,"28434-00-6"
2947,T3D3921,"74051-80-2"
2948,T3D3922,"122-34-9"
2949,T3D3923,"118134-30-8"
2950,T3D3924,"122836-35-5"
2951,T3D3925,"112410-23-8"
2952,T3D3926,"119168-77-3"
2953,T3D3927,"96182-53-5"
2954,T3D3928,"34014-18-1"
2955,T3D3929,"149979-41-9"
2956,T3D3930,"112281-77-3"
2957,T3D3931,"148-79-8"
2958,T3D3932,"153719-23-4"
2959,T3D3933,"117718-60-2"
2960,T3D3934,"23564-05-8"
2961,T3D3935,"87820-88-0"
2962,T3D3936,"82097-50-5"
2963,T3D3937,"101200-48-0"
2964,T3D3938,"52-68-6"
2965,T3D3939,"3380-34-5"
2966,T3D3940,"199119-58-9"
2967,T3D3941,"126535-15-7"
2968,T3D3942,"50471-44-8"
2969,T3D3944,"88-18-6"
2970,T3D3945,"88-69-7"
2971,T3D3946,"140-66-9"
2972,T3D3947,"95-77-2"
2973,T3D3948,"79-95-8"
2974,T3D3949,"92-69-3"
2975,T3D3950,"564-25-0"
2976,T3D3951,"127-33-3"
2977,T3D3952,"992-21-2"
2978,T3D3953,"79-57-2"
2979,T3D3954,"56-75-7"
2980,T3D3955,"60-54-8"
2981,T3D3956,"486-56-6"
2982,T3D3957,"7439-98-7"
2983,T3D3958,"5871-17-0"
2984,T3D3959,"7440-33-7"
2985,T3D3960,"30833-53-5"
2986,T3D3961,"2306-33-4"
2987,T3D3962,"531-95-3"
2988,T3D3964,"486-66-8"
2989,T3D3965,"21255-69-6"
2990,T3D3967,"76543-15-2"
2991,T3D3968,"90-15-3"
2992,T3D3969,"598-02-7"
2993,T3D3970,"135-19-3"
2994,T3D3971,"5315-79-7"
2995,T3D3973,"4376-20-9"
2996,T3D3974,"7440-46-2"
2997,T3D3975,"7440-28-0"
2998,T3D3976,"119-61-9"
2999,T3D3977,"99-76-3"
3000,T3D3978,"120-47-8"
3001,T3D3979,"94-13-3"
3002,T3D3980,"94-26-8"
3003,T3D3981,"90-43-7"
3004,T3D3982,"625-86-5"
3005,T3D3984,"76014-81-8"
3006,T3D3985,"335-67-1"
3007,T3D3990,"6344-67-8"
3008,T3D3991,"1689-64-1"
3009,T3D3992,
3010,T3D3999,"335-76-2"
3011,T3D4001,"375-95-1"
3012,T3D4005,"2058-94-8"
3013,T3D4006,"2528-16-7"
3014,T3D4015,"130-86-9"
3015,T3D4016,"57-22-7"
3016,T3D4017,"865-21-4"
3017,T3D4018,"630-60-4"
3018,T3D4019,"33069-62-4"
3019,T3D4020,"64-86-8"
3020,T3D4021,"71-63-6"
3021,T3D4022,"2447-54-3"
3022,T3D4023,"64296-20-4"
3023,T3D4024,"156-56-9"
3024,T3D4025,"502-37-4"
3025,T3D4026,"595-05-1"
3026,T3D4027,"475-67-2"
3027,T3D4028,"458-88-8"
3028,T3D4029,"78111-17-8"
3029,T3D4030,"81720-10-7"
3030,T3D4032,"12663-46-6"
3031,T3D4038,"60748-39-2"
3032,T3D4039,"60508-89-6"
3033,T3D4040,"14277-97-5"
3034,T3D4042,"20562-02-1"
3035,T3D4050,"20562-03-2"
3036,T3D4051,"173792-58-0"
3037,T3D4052,"36455-72-8"
3038,T3D4053,"71030-11-0"
3039,T3D4056,"52423-28-6"
3040,T3D4059,"130-01-8"
3041,T3D4060,"480-85-3"
3042,T3D4061,"71-62-5"
3043,T3D4063,"644-69-9"
3044,T3D4064,"476-28-8"
3045,T3D4065,"2752-64-9"
3046,T3D4066,"15662-33-6"
3047,T3D4067,"508-75-8"
3048,T3D4068,"7168-64-1"
3049,T3D4069,"17673-25-5"
3050,T3D4071,"509-15-9"
3051,T3D4073,"485-49-4"
3052,T3D4074,"2571-86-0"
3053,T3D4078,"303-34-4"
3054,T3D4080,"484-29-7"
3055,T3D4081,"519-02-8"
3056,T3D4082,"4449-51-8"
3057,T3D4083,"469-59-0"
3058,T3D4084,"60-70-8"
3059,T3D4086,"34316-15-9"
3060,T3D4087,"476-32-4"
3061,T3D4088,"70497-14-2"
3062,T3D4092,"517-66-8"
3063,T3D4103,"2565-01-7"
3064,T3D4113,"313-67-7"
3065,T3D4124,"64285-06-9"
3066,T3D4128,"79580-28-2"
3067,T3D4138,"103170-78-1"
3068,T3D4148,"124-40-3"
3069,T3D4149,"352-97-6"
3070,T3D4150,"68-94-0"
3071,T3D4151,"74-89-5"
3072,T3D4152,"87-51-4"
3073,T3D4153,"103-82-2"
3074,T3D4154,"51-41-2"
3075,T3D4156,"52-90-4"
3076,T3D4157,"1336-79-4"
3077,T3D4158,"487-94-5"
3078,T3D4159,"495-69-2"
3079,T3D4160,"492-27-3"
3080,T3D4161,"454-29-5"
3081,T3D4162,"2009-64-5"
3082,T3D4163,"75-50-3"
3083,T3D4164,"1184-78-7"
3084,T3D4165,"118-92-3"
3085,T3D4166,"71-44-3"
3086,T3D4167,"124-20-9"
3087,T3D4168,"98-92-0"
3088,T3D4169,"110-60-1"
3089,T3D4170,"471-29-4"
3090,T3D4171,"30315-93-6"
3091,T3D4172,"113-00-8"
3092,T3D4173,"157-07-3"
3093,T3D4174,"6133-30-8"
3094,T3D4175,"88847-89-6"
3095,T3D4176,"30344-00-4"
3096,T3D4177,"124505-87-9"
3097,T3D4178,"701-44-0"
3098,T3D4179,"769-49-3"
3099,T3D4180,"75899-68-2"
3100,T3D4181,"66-25-1"
3101,T3D4182,"542-78-9"
3102,T3D4183,"112-31-2"
3103,T3D4184,"3233-58-7"
3104,T3D4185,"75-04-7"
3105,T3D4186,"2363-89-5"
3106,T3D4187,"2463-53-8"
3107,T3D4188,"111-71-7"
3108,T3D4189,"505-57-7"
3109,T3D4190,"2463-63-0"
3110,T3D4191,"30390-50-2"
3111,T3D4192,"124-19-6"
3112,T3D4193,"73529-64-3"
3113,T3D4194,"109710-36-3"
3114,T3D4195,"17449-15-9"
3115,T3D4196,"3715-10-4"
3116,T3D4197,"86879-39-2"
3117,T3D4198,"5746-04-3"
3118,T3D4199,"63-84-3"
3119,T3D4200,"35804-66-1"
3120,T3D4201,"331-39-5"
3121,T3D4202,"463-77-4"
3122,T3D4203,"110-00-9"
3123,T3D4204,"51-75-2"
3124,T3D4207,"75-21-8"
3125,T3D4209,"60-35-5"
3126,T3D4212,"94-59-7"
3127,T3D4213,"91-59-8"
3128,T3D4214,"71247-25-1"
3129,T3D4215,"16543-55-8"
3130,T3D4216,"98-95-3"
3131,T3D4217,"95-53-4"
3132,T3D4218,"87-62-7"
3133,T3D4224,"556-52-5"
3134,T3D4232,"143545-90-8"
3135,T3D4234,
3136,T3D4235,"52659-57-1"
3137,T3D4237,"110-17-8"
3138,T3D4240,"63-05-8"
3139,T3D4242,"651-48-9"
3140,T3D4245,"64-85-7"
3141,T3D4247,"13095-48-2"
3142,T3D4250,"56-12-2"
3143,T3D4251,"2889-31-8"
3144,T3D4253,"79-33-4"
3145,T3D4257,"3184-35-8"
3146,T3D4258,"18294-85-4"
3147,T3D4259,"542-32-5"
3148,T3D4262,"503-49-1"
3149,T3D4263,"625-08-1"
3150,T3D4265,"5746-90-7"
3151,T3D4269,"591-81-1"
3152,T3D4270,"98-79-3"
3153,T3D4273,"106-60-5"
3154,T3D4274,"487-90-1"
3155,T3D4275,"58-61-7"
3156,T3D4276,"56-65-5"
3157,T3D4278,"1927-31-7"
3158,T3D4279,"73-24-5"
3159,T3D4281,"3031-95-6"
3160,T3D4282,"68-96-2"
3161,T3D4283,"58-22-0"
3162,T3D4284,"561-65-9"
3163,T3D4286,"506-46-7"
3164,T3D4287,"451-13-8"
3165,T3D4289,"74-79-3"
3166,T3D4290,"57-00-1"
3167,T3D4292,"65-86-1"
3168,T3D4294,"2387-71-5"
3169,T3D4295,"372-75-8"
3170,T3D4296,"56-86-0"
3171,T3D4298,"4350-09-8"
3172,T3D4300,"51-61-6"
3173,T3D4304,"503-66-2"
3174,T3D4307,"10326-41-7"
3175,T3D4310,"997-55-7"
3176,T3D4314,"57-88-5"
3177,T3D4318,"56-40-6"
3178,T3D4319,"56-85-9"
3179,T3D4320,"56-41-7"
3180,T3D4322,"18273-06-8"
3181,T3D4323,"14643-66-4"
3182,T3D4324,"607-14-7"
3183,T3D4325,"127-17-3"
3184,T3D4328,"63-68-3"
3185,T3D4330,"473-81-4"
3186,T3D4332,"696-04-8"
3187,T3D4333,"504-07-4"
3188,T3D4343,"81-25-4"
3189,T3D4344,"7440-09-7"
3190,T3D4345,"53188-23-1"
3191,T3D4346,"107-95-9"
3192,T3D4349,"608-66-2"
3193,T3D4350,"635-65-4"
3194,T3D4352,"70-18-8"
3195,T3D4356,"50-99-7"
3196,T3D4357,"638-18-6"
3197,T3D4358,"1724-02-3"
3198,T3D4359,"110-94-1"
3199,T3D4360,"56-81-5"
3200,T3D4362,"70-47-3"
3201,T3D4363,"71-00-1"
3202,T3D4364,"73-32-5"
3203,T3D4365,"61-90-5"
3204,T3D4366,"63-91-2"
3205,T3D4367,"56-45-1"
3206,T3D4368,"72-19-5"
3207,T3D4369,"73-22-3"
3208,T3D4370,"72-18-4"
3209,T3D4371,"60-18-4"
3210,T3D4372,"63224-90-8"
3211,T3D4398,"997-68-2"
3212,T3D4404,"516-05-2"
3213,T3D4405,"7440-70-2"
3214,T3D4409,"69-89-6"
3215,T3D4411,"147-85-3"
3216,T3D4413,"51-35-4"
3217,T3D4424,"1460-34-0"
3218,T3D4425,"759-05-7"
3219,T3D4426,"816-66-0"
3220,T3D4430,"1173-82-6"
3221,T3D4434,"1637-71-4"
3222,T3D4435,"51-67-2"
3223,T3D4438,"2624-63-7"
3224,T3D4439,"7412-77-3"
3225,T3D4440,"553-12-8"
3226,T3D4442,"298-12-4"
